Site,DATE,TIME,AUTO ID*
WOODCON,10/13/2021,19:38:36,EPTFUS
WOODCON,10/13/2021,19:20:18,EPTFUS
WOODCON,10/13/2021,19:19:06,NoID
WOODCON,10/13/2021,19:38:19,NoID
WOODCON,10/14/2021,19:06:51,EPTFUS
WOODCON,10/15/2021,19:14:03,EPTFUS
WOODCON,10/15/2021,19:13:21,EPTFUS
WOODCON,10/15/2021,19:14:48,TADBRA
WOODCON,10/16/2021,19:57:26,EPTFUS
WOODCON,10/19/2021,19:16:57,NYCHUM
WOODCON,10/19/2021,19:15:21,NYCHUM
WOODCON,10/20/2021,19:07:48,EPTFUS
WOODCON,10/20/2021,18:53:17,NYCHUM
WOODCON,10/21/2021,19:25:22,EPTFUS
WOODCON,11/7/2021,18:35:52,EPTFUS
WOODCON,11/8/2021,19:18:09,NYCHUM
WOODCON,11/9/2021,18:56:01,EPTFUS
WOODCON,11/9/2021,18:48:19,EPTFUS
WOODCON,11/9/2021,19:28:06,LASBOR
WOODCON,11/9/2021,19:15:29,NoID
WOODCON,11/9/2021,19:14:01,NoID
WOODCON,11/11/2021,21:32:10,NoID
WOODCON,11/11/2021,17:29:47,NYCHUM
WOODCON,11/16/2021,17:12:45,LASBOR
WOODCON,11/17/2021,20:15:24,NoID
WOODCON,11/18/2021,18:29:32,EPTFUS
WOODCON,11/18/2021,18:32:59,EPTFUS
WOODCON,11/18/2021,18:27:42,EPTFUS
WOODCON,11/18/2021,17:30:24,EPTFUS
WOODCON,11/18/2021,18:04:59,EPTFUS
WOODCON,11/18/2021,18:25:28,EPTFUS
WOODCON,11/18/2021,18:57:02,LASBOR
WOODCON,11/18/2021,20:44:09,LASBOR
WOODCON,11/18/2021,18:14:19,NoID
WOODCON,11/18/2021,18:37:44,NoID
WOODCON,11/18/2021,18:57:42,NoID
WOODCON,11/18/2021,19:59:35,NoID
WOODCON,11/18/2021,20:43:29,NoID
WOODCON,11/18/2021,20:51:17,NoID
WOODCON,11/18/2021,19:37:53,NoID
WOODCON,11/18/2021,19:09:29,NYCHUM
WOODCON,11/18/2021,20:32:01,NYCHUM
WOODCON,11/18/2021,20:10:47,NYCHUM
WOODCON,11/18/2021,19:22:17,NYCHUM
WOODCON,11/18/2021,19:49:15,NYCHUM
WOODCON,11/18/2021,19:34:36,NYCHUM
WOODCON,11/18/2021,19:59:05,NYCHUM
WOODCON,11/18/2021,19:00:31,NYCHUM
WOODCON,11/18/2021,19:03:19,PERSUB
WOODCON,11/21/2021,23:29:08,NYCHUM
WOODCON,11/25/2021,18:31:35,NoID
WOODCON,11/28/2021,18:22:50,NoID
WOODCON,11/28/2021,18:10:19,NoID
WOODCON,11/30/2021,17:14:33,NoID
WOODCON,12/1/2021,17:50:05,NoID
WOODCON,12/1/2021,19:05:05,NYCHUM
WOODCON,12/2/2021,17:42:32,EPTFUS
WOODCON,12/2/2021,17:58:59,NoID
WOODCON,12/2/2021,18:14:26,NoID
WOODCON,12/2/2021,18:24:07,NoID
WOODCON,12/2/2021,21:20:04,NYCHUM
WOODCON,12/2/2021,17:09:01,NYCHUM
WOODCON,12/2/2021,21:06:16,PERSUB
WOODCON,12/3/2021,17:49:22,LASBOR
WOODCON,12/3/2021,17:34:49,LASNOC
WOODCON,12/3/2021,17:32:30,LASNOC
WOODCON,12/3/2021,18:50:04,NoID
WOODCON,12/3/2021,19:57:35,NoID
WOODCON,12/3/2021,20:14:59,NoID
WOODCON,12/3/2021,17:46:34,NoID
WOODCON,12/3/2021,17:09:20,NoID
WOODCON,12/3/2021,17:11:45,NYCHUM
WOODCON,12/6/2021,20:11:06,EPTFUS
WOODCON,12/6/2021,17:09:07,LASBOR
WOODCON,12/6/2021,19:13:49,LASNOC
WOODCON,12/6/2021,21:28:50,NoID
WOODCON,12/6/2021,18:33:45,NYCHUM
WOODCON,12/6/2021,19:45:52,NYCHUM
WOODCON,12/6/2021,19:10:40,PERSUB
WOODCON,12/6/2021,22:56:45,TADBRA
WOODCON,12/10/2021,22:14:59,NoID
WOODCON,12/11/2021,19:31:26,EPTFUS
WOODCON,12/15/2021,1:25:08,NoID
WOODCON,12/16/2021,17:21:17,LASBOR
WOODCON,12/16/2021,18:50:14,LASNOC
WOODCON,12/16/2021,17:14:10,NoID
WOODCON,12/16/2021,17:16:29,NoID
WOODCON,12/16/2021,17:17:44,NYCHUM
WOODCON,12/16/2021,18:24:44,PERSUB
WOODCON,12/17/2021,17:33:11,LASBOR
WOODCON,12/17/2021,18:31:56,NoID
WOODCON,12/17/2021,17:14:36,NYCHUM
WOODCON,12/17/2021,18:20:43,PERSUB
WOODWET,1/8/2021,7:17:36,NoID
WOODWET,1/20/2021,18:35:14,EPTFUS
WOODWET,1/20/2021,18:46:45,TADBRA
WOODWET,1/22/2021,19:16:12,LASCIN
WOODWET,1/22/2021,19:39:57,LASCIN
WOODWET,1/22/2021,18:52:21,NoID
WOODWET,1/27/2021,19:58:21,LASCIN
WOODWET,1/27/2021,18:47:51,NoID
WOODWET,1/30/2021,20:39:02,NoID
WOODWET,1/30/2021,20:40:29,NoID
WOODWET,2/5/2021,2:18:07,NoID
WOODWET,2/6/2021,18:16:26,NoID
WOODWET,2/8/2021,18:48:16,TADBRA
WOODWET,2/9/2021,18:19:48,EPTFUS
WOODWET,2/23/2021,18:45:37,EPTFUS
WOODWET,2/23/2021,19:17:10,EPTFUS
WOODWET,2/23/2021,19:11:50,EPTFUS
WOODWET,2/23/2021,19:54:23,LASCIN
WOODWET,2/23/2021,20:04:13,LASCIN
WOODWET,2/23/2021,19:13:06,LASNOC
WOODWET,2/23/2021,19:27:10,LASNOC
WOODWET,2/23/2021,19:31:11,LASNOC
WOODWET,2/23/2021,19:34:54,LASNOC
WOODWET,2/23/2021,20:56:15,LASNOC
WOODWET,2/23/2021,20:44:10,NoID
WOODWET,2/23/2021,20:44:32,NoID
WOODWET,2/23/2021,20:39:29,NoID
WOODWET,2/23/2021,20:42:31,NoID
WOODWET,2/23/2021,20:38:16,NoID
WOODWET,2/23/2021,20:30:27,NoID
WOODWET,2/23/2021,19:38:31,NoID
WOODWET,2/23/2021,19:35:14,NoID
WOODWET,2/23/2021,19:28:09,NoID
WOODWET,2/23/2021,19:14:01,NoID
WOODWET,2/23/2021,18:57:29,NoID
WOODWET,2/23/2021,18:54:37,NoID
WOODWET,2/23/2021,18:53:16,NoID
WOODWET,2/23/2021,20:41:41,NoID
WOODWET,2/24/2021,18:29:19,EPTFUS
WOODWET,2/24/2021,18:30:22,EPTFUS
WOODWET,2/24/2021,21:27:51,EPTFUS
WOODWET,2/24/2021,20:05:25,EPTFUS
WOODWET,2/24/2021,18:27:41,EPTFUS
WOODWET,2/24/2021,18:46:53,EPTFUS
WOODWET,2/24/2021,18:59:01,EPTFUS
WOODWET,2/24/2021,19:28:28,LASCIN
WOODWET,2/24/2021,20:36:18,LASNOC
WOODWET,2/24/2021,20:22:30,LASNOC
WOODWET,2/24/2021,19:10:52,NoID
WOODWET,2/24/2021,18:46:44,NoID
WOODWET,2/24/2021,19:08:35,NoID
WOODWET,2/24/2021,19:10:11,NoID
WOODWET,2/24/2021,19:33:56,NoID
WOODWET,2/24/2021,20:49:37,NYCHUM
WOODWET,2/24/2021,20:53:11,TADBRA
WOODWET,2/25/2021,19:29:38,EPTFUS
WOODWET,2/25/2021,19:32:29,EPTFUS
WOODWET,2/25/2021,19:19:36,EPTFUS
WOODWET,2/25/2021,19:19:59,EPTFUS
WOODWET,2/25/2021,20:04:53,EPTFUS
WOODWET,2/25/2021,19:30:04,EPTFUS
WOODWET,2/25/2021,19:18:34,EPTFUS
WOODWET,2/25/2021,19:22:05,NoID
WOODWET,2/25/2021,19:15:41,NoID
WOODWET,2/25/2021,19:33:40,NoID
WOODWET,2/25/2021,19:04:33,NYCHUM
WOODWET,2/27/2021,6:40:25,TADBRA
WOODWET,2/27/2021,6:40:03,TADBRA
WOODWET,2/28/2021,18:27:23,EPTFUS
WOODWET,2/28/2021,18:33:52,EPTFUS
WOODWET,2/28/2021,19:24:58,EPTFUS
WOODWET,2/28/2021,18:33:34,EPTFUS
WOODWET,2/28/2021,21:45:12,LASBOR
WOODWET,2/28/2021,21:48:22,LASBOR
WOODWET,2/28/2021,21:45:34,LASBOR
WOODWET,2/28/2021,21:54:05,LASBOR
WOODWET,2/28/2021,21:55:00,LASBOR
WOODWET,2/28/2021,21:48:09,LASBOR
WOODWET,2/28/2021,21:48:35,LASBOR
WOODWET,2/28/2021,20:21:29,LASNOC
WOODWET,2/28/2021,21:55:22,NoID
WOODWET,2/28/2021,21:52:13,NoID
WOODWET,2/28/2021,18:53:19,NoID
WOODWET,2/28/2021,21:03:45,NoID
WOODWET,2/28/2021,21:10:14,NoID
WOODWET,2/28/2021,21:16:07,NoID
WOODWET,2/28/2021,18:48:04,NoID
WOODWET,2/28/2021,20:02:42,NYCHUM
WOODWET,3/3/2021,18:55:04,NoID
WOODWET,3/8/2021,18:44:13,NYCHUM
WOODWET,3/9/2021,18:49:14,EPTFUS
WOODWET,3/9/2021,18:49:12,EPTFUS
WOODWET,3/9/2021,19:15:26,LASCIN
WOODWET,3/9/2021,20:20:26,LASNOC
WOODWET,3/9/2021,20:13:31,LASNOC
WOODWET,3/9/2021,19:46:56,NoID
WOODWET,3/9/2021,20:00:41,NoID
WOODWET,3/9/2021,20:15:56,NoID
WOODWET,3/9/2021,20:15:20,NoID
WOODWET,3/9/2021,20:12:25,NoID
WOODWET,3/9/2021,20:11:13,NoID
WOODWET,3/9/2021,20:10:52,NoID
WOODWET,3/9/2021,20:03:46,NoID
WOODWET,3/9/2021,19:41:22,NoID
WOODWET,3/9/2021,18:53:23,NYCHUM
WOODWET,3/9/2021,18:52:56,NYCHUM
WOODWET,3/9/2021,18:42:54,NYCHUM
WOODWET,3/9/2021,18:32:50,NYCHUM
WOODWET,3/9/2021,19:52:44,TADBRA
WOODWET,3/10/2021,19:05:24,EPTFUS
WOODWET,3/10/2021,19:07:44,EPTFUS
WOODWET,3/10/2021,18:46:43,EPTFUS
WOODWET,3/10/2021,19:42:50,EPTFUS
WOODWET,3/10/2021,18:33:30,LASCIN
WOODWET,3/10/2021,1:37:17,NoID
WOODWET,3/10/2021,19:02:30,NoID
WOODWET,3/10/2021,18:39:08,NoID
WOODWET,3/10/2021,18:41:53,NYCHUM
WOODWET,3/10/2021,18:45:33,NYCHUM
WOODWET,3/10/2021,19:14:57,NYCHUM
WOODWET,3/11/2021,18:36:47,EPTFUS
WOODWET,3/12/2021,18:25:06,LASNOC
WOODWET,3/13/2021,6:05:14,LASCIN
WOODWET,3/20/2021,0:40:00,NoID
WOODWET,3/24/2021,18:56:34,NoID
WOODWET,3/25/2021,1:15:25,LASCIN
WOODWET,3/26/2021,19:20:00,EPTFUS
WOODWET,3/26/2021,22:54:36,EPTFUS
WOODWET,3/26/2021,22:51:21,EPTFUS
WOODWET,3/26/2021,19:04:00,EPTFUS
WOODWET,3/26/2021,19:33:54,NoID
WOODWET,3/26/2021,19:26:49,NoID
WOODWET,3/27/2021,5:08:02,NoID
WOODWET,3/27/2021,4:33:10,TADBRA
WOODWET,3/27/2021,4:32:09,TADBRA
WOODWET,3/29/2021,18:59:36,NoID
WOODWET,3/29/2021,18:55:13,NYCHUM
WOODWET,3/30/2021,19:07:54,EPTFUS
WOODWET,3/30/2021,19:11:15,EPTFUS
WOODWET,3/30/2021,19:15:31,LASBOR
WOODWET,3/30/2021,18:43:39,NoID
WOODWET,3/30/2021,18:48:59,NoID
WOODWET,3/30/2021,19:00:44,NoID
WOODWET,3/30/2021,19:16:13,NoID
WOODWET,3/30/2021,19:25:18,NoID
WOODWET,3/30/2021,18:50:57,NYCHUM
WOODWET,4/1/2021,19:39:47,EPTFUS
WOODWET,4/6/2021,20:31:35,LASCIN
WOODWET,4/6/2021,20:21:30,LASNOC
WOODWET,4/6/2021,20:16:14,LASNOC
WOODWET,4/6/2021,20:22:39,LASNOC
WOODWET,4/6/2021,20:13:39,NYCHUM
WOODWET,4/7/2021,20:10:44,EPTFUS
WOODWET,4/7/2021,20:49:16,EPTFUS
WOODWET,4/7/2021,20:21:35,EPTFUS
WOODWET,4/7/2021,20:19:46,EPTFUS
WOODWET,4/7/2021,1:12:32,LASBOR
WOODWET,4/7/2021,2:48:55,LASBOR
WOODWET,4/7/2021,6:53:14,LASCIN
WOODWET,4/7/2021,21:37:38,LASCIN
WOODWET,4/7/2021,22:04:30,NoID
WOODWET,4/7/2021,20:07:25,NoID
WOODWET,4/7/2021,20:05:47,NoID
WOODWET,4/7/2021,20:42:54,NoID
WOODWET,4/7/2021,20:14:52,NoID
WOODWET,4/8/2021,20:48:58,EPTFUS
WOODWET,4/8/2021,23:26:41,EPTFUS
WOODWET,4/8/2021,20:03:19,EPTFUS
WOODWET,4/8/2021,20:58:20,EPTFUS
WOODWET,4/8/2021,23:37:15,EPTFUS
WOODWET,4/8/2021,5:16:43,EPTFUS
WOODWET,4/8/2021,3:40:10,NoID
WOODWET,4/8/2021,22:24:25,NoID
WOODWET,4/8/2021,21:59:32,NoID
WOODWET,4/8/2021,21:56:59,NoID
WOODWET,4/8/2021,5:03:47,NoID
WOODWET,4/8/2021,4:43:55,NoID
WOODWET,4/8/2021,21:25:53,NoID
WOODWET,4/8/2021,22:28:47,NYCHUM
WOODWET,4/8/2021,4:26:07,TADBRA
WOODWET,4/8/2021,5:07:52,TADBRA
WOODWET,4/8/2021,3:54:10,TADBRA
WOODWET,4/8/2021,4:51:28,TADBRA
WOODWET,4/8/2021,23:38:52,TADBRA
WOODWET,4/8/2021,3:15:25,TADBRA
WOODWET,4/8/2021,21:20:38,TADBRA
WOODWET,4/8/2021,22:01:48,TADBRA
WOODWET,4/9/2021,2:03:14,EPTFUS
WOODWET,4/9/2021,3:38:24,EPTFUS
WOODWET,4/9/2021,3:49:54,EPTFUS
WOODWET,4/9/2021,2:01:09,LASBOR
WOODWET,4/9/2021,3:14:51,LASBOR
WOODWET,4/9/2021,1:20:15,LASBOR
WOODWET,4/9/2021,4:32:18,LASCIN
WOODWET,4/9/2021,1:21:14,NoID
WOODWET,4/9/2021,2:41:22,NoID
WOODWET,4/9/2021,2:27:58,NoID
WOODWET,4/9/2021,1:34:30,NYCHUM
WOODWET,4/9/2021,1:00:23,TADBRA
WOODWET,4/10/2021,20:20:07,LASNOC
WOODWET,4/10/2021,19:56:51,NoID
WOODWET,4/11/2021,19:59:18,LASBOR
WOODWET,4/11/2021,23:01:12,LASBOR
WOODWET,4/11/2021,20:01:41,LASBOR
WOODWET,4/11/2021,20:20:58,NoID
WOODWET,4/11/2021,23:18:30,TADBRA
WOODWET,4/12/2021,20:11:56,LASBOR
WOODWET,4/12/2021,0:05:08,NYCHUM
WOODWET,4/12/2021,21:32:17,NYCHUM
WOODWET,4/13/2021,20:23:29,EPTFUS
WOODWET,4/13/2021,20:22:50,EPTFUS
WOODWET,4/13/2021,20:53:31,NoID
WOODWET,4/13/2021,19:56:43,NYCHUM
WOODWET,4/14/2021,20:59:13,EPTFUS
WOODWET,4/14/2021,2:43:10,LASCIN
WOODWET,4/14/2021,2:42:48,LASCIN
WOODWET,4/14/2021,2:28:13,LASCIN
WOODWET,4/14/2021,20:50:44,LASNOC
WOODWET,4/14/2021,20:05:40,LASNOC
WOODWET,4/14/2021,20:44:23,NoID
WOODWET,4/14/2021,20:26:28,NoID
WOODWET,4/14/2021,2:47:02,TADBRA
WOODWET,4/14/2021,5:09:20,TADBRA
WOODWET,4/15/2021,20:37:24,EPTFUS
WOODWET,4/16/2021,20:15:12,NYCHUM
WOODWET,4/18/2021,20:17:09,EPTFUS
WOODWET,4/20/2021,21:51:13,EPTFUS
WOODWET,4/20/2021,20:25:41,NoID
WOODWET,4/20/2021,20:33:01,NoID
WOODWET,4/20/2021,20:32:39,NYCHUM
WOODWET,4/23/2021,20:26:22,EPTFUS
WOODWET,4/25/2021,20:35:08,EPTFUS
WOODWET,4/26/2021,21:00:14,EPTFUS
WOODWET,4/26/2021,20:25:47,EPTFUS
WOODWET,4/26/2021,20:49:05,NYCHUM
WOODWET,4/27/2021,23:39:55,EPTFUS
WOODWET,4/27/2021,20:55:07,EPTFUS
WOODWET,4/27/2021,20:36:48,NoID
WOODWET,4/27/2021,20:53:24,NoID
WOODWET,4/27/2021,20:54:27,NoID
WOODWET,4/29/2021,6:00:03,EPTFUS
WOODWET,4/29/2021,23:07:51,EPTFUS
WOODWET,4/29/2021,22:29:45,EPTFUS
WOODWET,4/29/2021,23:33:30,EPTFUS
WOODWET,4/29/2021,22:32:33,EPTFUS
WOODWET,4/29/2021,22:46:03,EPTFUS
WOODWET,4/29/2021,20:16:13,LASBOR
WOODWET,4/29/2021,20:25:48,NoID
WOODWET,4/29/2021,20:19:18,NoID
WOODWET,4/29/2021,5:27:00,PERSUB
WOODWET,5/19/2021,21:12:11,EPTFUS
WOODWET,5/19/2021,21:07:08,EPTFUS
WOODWET,5/19/2021,21:13:05,EPTFUS
WOODWET,5/19/2021,21:23:30,EPTFUS
WOODWET,5/19/2021,21:15:08,EPTFUS
WOODWET,5/19/2021,20:56:27,EPTFUS
WOODWET,5/19/2021,20:50:47,EPTFUS
WOODWET,5/19/2021,20:52:10,EPTFUS
WOODWET,5/19/2021,20:55:50,NoID
WOODWET,5/20/2021,21:17:17,EPTFUS
WOODWET,5/20/2021,20:52:06,EPTFUS
WOODWET,5/20/2021,21:17:51,EPTFUS
WOODWET,5/20/2021,21:16:27,EPTFUS
WOODWET,5/20/2021,21:14:21,EPTFUS
WOODWET,5/20/2021,21:03:41,EPTFUS
WOODWET,5/21/2021,2:52:39,EPTFUS
WOODWET,5/21/2021,20:43:11,EPTFUS
WOODWET,5/21/2021,20:56:17,EPTFUS
WOODWET,5/21/2021,21:03:21,LASNOC
WOODWET,5/22/2021,22:26:41,NYCHUM
WOODWET,5/23/2021,2:47:53,EPTFUS
WOODWET,5/23/2021,0:04:36,EPTFUS
WOODWET,5/23/2021,2:46:30,EPTFUS
WOODWET,5/23/2021,0:54:57,EPTFUS
WOODWET,5/23/2021,0:35:48,EPTFUS
WOODWET,5/26/2021,22:27:00,EPTFUS
WOODWET,5/27/2021,3:29:52,EPTFUS
WOODWET,5/27/2021,3:31:09,EPTFUS
WOODWET,5/27/2021,0:45:00,EPTFUS
WOODWET,5/27/2021,3:33:41,EPTFUS
WOODWET,5/28/2021,5:38:11,EPTFUS
WOODWET,5/28/2021,3:59:13,EPTFUS
WOODWET,5/28/2021,20:56:35,NoID
WOODWET,5/29/2021,21:00:54,EPTFUS
WOODWET,5/30/2021,21:19:09,EPTFUS
WOODWET,5/30/2021,20:58:04,NoID
WOODWET,5/30/2021,21:00:25,NoID
WOODWET,5/31/2021,21:02:42,EPTFUS
WOODWET,5/31/2021,20:55:37,EPTFUS
WOODWET,5/31/2021,20:45:53,NoID
WOODWET,6/1/2021,20:44:45,EPTFUS
WOODWET,6/1/2021,20:45:55,EPTFUS
WOODWET,6/4/2021,2:24:30,EPTFUS
WOODWET,6/14/2021,23:53:21,EPTFUS
WOODWET,6/14/2021,23:52:36,EPTFUS
WOODWET,6/19/2021,4:07:31,EPTFUS
WOODWET,7/2/2021,21:34:06,NoID
WOODWET,7/16/2021,2:38:08,EPTFUS
WOODWET,9/11/2021,20:21:06,NYCHUM
WOODWET,9/19/2021,6:08:34,LASBOR
WOODWET,9/19/2021,19:36:13,NoID
WOODWET,9/26/2021,19:54:34,NYCHUM
WOODWET,9/27/2021,20:51:34,NoID
WOODWET,11/11/2021,18:32:32,NoID
WOODWET,11/18/2021,17:43:24,EPTFUS
WOODWET,11/28/2021,6:53:34,TADBRA
WOODWET,12/1/2021,18:03:45,NYCHUM
WOODWET,12/2/2021,17:59:21,EPTFUS
WOODWET,12/2/2021,23:39:00,EPTFUS
WOODWET,12/3/2021,17:21:47,NYCHUM
WOODWET,12/6/2021,20:06:34,EPTFUS
WOODWET,12/6/2021,17:49:21,NoID
WOODWET,12/10/2021,18:37:10,LASBOR
WOODWET,12/11/2021,17:13:32,EPTFUS
WOODWET,12/17/2021,20:03:36,NoID
RECCON,1/9/2021,1:25:56,LASCIN
RECCON,1/13/2021,21:27:45,NoID
RECCON,1/22/2021,18:39:09,EPTFUS
RECCON,1/22/2021,19:27:12,EPTFUS
RECCON,1/22/2021,18:39:09,EPTFUS
RECCON,1/22/2021,19:27:12,EPTFUS
RECCON,1/22/2021,18:39:09,EPTFUS
RECCON,1/22/2021,19:27:12,EPTFUS
RECCON,1/23/2021,0:56:42,LASNOC
RECCON,1/23/2021,0:56:42,LASNOC
RECCON,1/23/2021,0:56:42,LASNOC
RECCON,1/24/2021,18:08:27,TADBRA
RECCON,1/24/2021,18:08:27,TADBRA
RECCON,1/24/2021,18:08:27,TADBRA
RECCON,2/23/2021,20:51:26,NoID
RECCON,2/23/2021,20:51:26,NoID
RECCON,2/24/2021,18:38:32,EPTFUS
RECCON,2/24/2021,18:38:32,EPTFUS
RECCON,2/25/2021,23:56:34,LASCIN
RECCON,2/25/2021,23:56:34,LASCIN
RECCON,2/25/2021,19:08:20,NoID
RECCON,2/25/2021,19:08:20,NoID
RECCON,2/28/2021,20:10:19,EPTFUS
RECCON,2/28/2021,22:23:54,EPTFUS
RECCON,2/28/2021,20:10:19,EPTFUS
RECCON,2/28/2021,22:23:54,EPTFUS
RECCON,2/28/2021,20:08:28,LASCIN
RECCON,2/28/2021,20:08:28,LASCIN
RECCON,2/28/2021,20:32:49,NoID
RECCON,2/28/2021,20:32:49,NoID
RECCON,2/28/2021,19:30:00,PERSUB
RECCON,2/28/2021,21:37:13,PERSUB
RECCON,2/28/2021,19:30:00,PERSUB
RECCON,2/28/2021,21:37:13,PERSUB
RECCON,3/1/2021,0:38:27,LASCIN
RECCON,3/1/2021,0:38:27,LASCIN
RECCON,3/1/2021,0:38:16,NoID
RECCON,3/1/2021,0:38:16,NoID
RECCON,3/4/2021,18:33:40,PERSUB
RECCON,3/4/2021,18:33:40,PERSUB
RECCON,3/8/2021,19:55:46,LASCIN
RECCON,3/8/2021,20:38:12,LASCIN
RECCON,3/8/2021,19:55:46,LASCIN
RECCON,3/8/2021,20:38:12,LASCIN
RECCON,3/8/2021,20:36:33,LASNOC
RECCON,3/8/2021,23:12:34,LASNOC
RECCON,3/8/2021,20:36:33,LASNOC
RECCON,3/8/2021,23:12:34,LASNOC
RECCON,3/9/2021,19:02:14,EPTFUS
RECCON,3/9/2021,19:06:16,EPTFUS
RECCON,3/9/2021,19:02:14,EPTFUS
RECCON,3/9/2021,19:06:16,EPTFUS
RECCON,3/9/2021,18:54:26,LASBOR
RECCON,3/9/2021,18:54:26,LASBOR
RECCON,3/9/2021,21:08:58,LASCIN
RECCON,3/9/2021,22:18:34,LASCIN
RECCON,3/9/2021,19:16:15,LASCIN
RECCON,3/9/2021,21:08:58,LASCIN
RECCON,3/9/2021,22:18:34,LASCIN
RECCON,3/9/2021,19:16:15,LASCIN
RECCON,3/9/2021,18:38:21,LASNOC
RECCON,3/9/2021,18:38:21,LASNOC
RECCON,3/9/2021,21:54:57,NoID
RECCON,3/9/2021,21:54:57,NoID
RECCON,3/9/2021,21:27:29,TADBRA
RECCON,3/9/2021,20:40:09,TADBRA
RECCON,3/9/2021,21:27:29,TADBRA
RECCON,3/9/2021,20:40:09,TADBRA
RECCON,3/10/2021,18:41:17,EPTFUS
RECCON,3/10/2021,18:40:53,EPTFUS
RECCON,3/10/2021,18:41:17,EPTFUS
RECCON,3/10/2021,18:40:53,EPTFUS
RECCON,3/10/2021,19:37:38,LASBOR
RECCON,3/10/2021,19:17:14,LASBOR
RECCON,3/10/2021,19:19:32,LASBOR
RECCON,3/10/2021,21:42:47,LASBOR
RECCON,3/10/2021,18:56:59,LASBOR
RECCON,3/10/2021,19:37:38,LASBOR
RECCON,3/10/2021,19:17:14,LASBOR
RECCON,3/10/2021,19:19:32,LASBOR
RECCON,3/10/2021,21:42:47,LASBOR
RECCON,3/10/2021,18:56:59,LASBOR
RECCON,3/10/2021,21:16:21,NoID
RECCON,3/10/2021,21:56:52,NoID
RECCON,3/10/2021,21:16:21,NoID
RECCON,3/10/2021,21:56:52,NoID
RECCON,3/11/2021,21:35:45,LASCIN
RECCON,3/11/2021,0:09:23,NoID
RECCON,3/11/2021,0:09:23,NoID
RECCON,3/12/2021,21:41:05,NoID
RECCON,3/12/2021,19:18:57,NYCHUM
RECCON,3/12/2021,23:39:39,PERSUB
RECCON,3/13/2021,20:03:04,LASBOR
RECCON,3/13/2021,4:17:20,LASBOR
RECCON,3/13/2021,19:59:16,NoID
RECCON,3/13/2021,3:18:36,NoID
RECCON,3/13/2021,3:28:51,NoID
RECCON,3/13/2021,3:45:09,PERSUB
RECCON,3/17/2021,20:15:07,LASBOR
RECCON,3/17/2021,22:17:37,NoID
RECCON,3/17/2021,20:13:27,PERSUB
RECCON,3/18/2021,0:50:52,NoID
RECCON,3/21/2021,19:44:41,LASCIN
RECCON,3/21/2021,23:50:33,LASCIN
RECCON,3/21/2021,22:59:57,NoID
RECCON,3/22/2021,19:19:23,LASNOC
RECCON,3/23/2021,20:05:22,LASCIN
RECCON,3/23/2021,2:26:30,LASCIN
RECCON,3/24/2021,18:54:50,EPTFUS
RECCON,3/24/2021,19:10:59,EPTFUS
RECCON,3/24/2021,19:12:50,EPTFUS
RECCON,3/24/2021,4:03:48,LASCIN
RECCON,3/24/2021,19:13:04,NoID
RECCON,3/24/2021,19:10:06,NoID
RECCON,3/24/2021,20:24:12,PERSUB
RECCON,3/24/2021,19:55:51,PERSUB
RECCON,3/24/2021,20:51:08,PERSUB
RECCON,3/25/2021,2:01:18,NoID
RECCON,3/25/2021,2:00:05,TADBRA
RECCON,3/26/2021,19:09:32,EPTFUS
RECCON,3/26/2021,21:37:17,NoID
RECCON,3/27/2021,19:08:44,EPTFUS
RECCON,4/3/2021,19:07:03,NYCHUM
RECCON,4/4/2021,19:32:56,EPTFUS
RECCON,4/4/2021,19:32:46,EPTFUS
RECCON,4/4/2021,19:33:05,EPTFUS
RECCON,4/4/2021,19:28:16,EPTFUS
RECCON,4/4/2021,19:41:11,LASNOC
RECCON,4/4/2021,19:37:49,LASNOC
RECCON,4/4/2021,18:59:23,NoID
RECCON,4/5/2021,19:35:53,EPTFUS
RECCON,4/5/2021,20:19:11,EPTFUS
RECCON,4/5/2021,20:47:19,EPTFUS
RECCON,4/5/2021,20:38:15,EPTFUS
RECCON,4/5/2021,20:40:57,EPTFUS
RECCON,4/5/2021,22:39:49,LASBOR
RECCON,4/5/2021,20:29:38,LASNOC
RECCON,4/5/2021,19:44:15,NoID
RECCON,4/5/2021,19:43:17,NoID
RECCON,4/5/2021,19:32:43,NoID
RECCON,4/6/2021,0:01:49,LASBOR
RECCON,4/6/2021,23:00:37,LASBOR
RECCON,4/6/2021,0:05:08,LASBOR
RECCON,4/6/2021,0:44:42,LASCIN
RECCON,4/6/2021,0:09:16,NoID
RECCON,4/6/2021,21:46:44,NoID
RECCON,4/7/2021,23:15:03,EPTFUS
RECCON,4/7/2021,21:05:05,EPTFUS
RECCON,4/7/2021,22:34:39,EPTFUS
RECCON,4/7/2021,21:01:24,LASBOR
RECCON,4/7/2021,23:06:44,LASBOR
RECCON,4/7/2021,23:44:12,LASBOR
RECCON,4/7/2021,4:11:07,LASBOR
RECCON,4/7/2021,19:52:21,NoID
RECCON,4/7/2021,2:39:22,NoID
RECCON,4/7/2021,3:59:48,NoID
RECCON,4/7/2021,22:32:44,NoID
RECCON,4/7/2021,0:51:39,NoID
RECCON,4/7/2021,21:49:46,NoID
RECCON,4/7/2021,22:08:08,NoID
RECCON,4/7/2021,3:47:31,NoID
RECCON,4/7/2021,23:39:20,NoID
